Lp.;Nazwa własna;Telefon;Email;Charakter usług;Kategoria obiektu;Rodzaj obiektu;Adres
2819;HOTEL KSIĄŻĘ PONIATOWSKI;+ 48 (0-22) 757;;sezonowy;**;hotel;05-552 Wólka Kosowska, Wąska 12 b
2820;HOTEL GAJA;+ 48 (0-22) 665;gaja@gaja.waw.pl;sezonowy;**;hotel;01-304 Warszawa, Połczyńska 126
2821;HOTEL GROMAN;+ 48 (0-22) 720;hotel@groman.pl;sezonowy;**;hotel;05-090 Sękocin Stary, Al. Krakowska 76
2822;"""KLIPER""";58 674-34-50;kliper@bws-hotele.pl;sezonowy;**;hotel;84-120 Chłapowo, Bulwar Żeromskiego 45
2823;"""SPINAKER""";0-59 866-13-1;mirkpol1@op.pl;sezonowy;**;hotel;84-360 Łeba, Turystyczna 5a
2824;HOTEL STUDENCKI BYDGOSKA;12 363-63-00;bydgoska@hotelestudenckie.pl;sezonowy;**;hotel;30-056 Kraków, ul. Bydgoska 19
2825;"TAWERNA ""MARINE STATE""";41/312-46-37, 5;biuro@marinestate.pl;sezonowy;**;hotel;26-035 Chańcza, Chańcza 140
2826;SATNICA WODNA;+ 48 (0-23) 692;info@dom.polonii.pultusk.pl;sezonowy;**;hotel;06-100 Pułtusk, Podzamcze 39
2827;SARACEN;94-3141022,510826800;recepcja@saracen-hotel.pl;sezonowy;*;hotel;76-156 Dąbki, WIKLINOWA 2
2828;Motel 2000;618 134 400;recepcja@motel2000.pl;stały;***;motel;62-060 Stęszew, Kościańska
2829;ZADOIL;(33) 877-36-73;stacja@zadoil.pl;stały;***;motel;34-220 Maków Podhalański, Białka 552
2830;EDEN;;;stały;***;motel;64-130 Rydzyna, Dąbcze
2831;MOTEL S5;523320106;motels5@wp.pl;stały;***;motel;86-120 Zbrachlin, Zbrachlin 44
2832;PORT 2000;683 813 946;port2000@port2000.pl;stały;***;motel;66-018 Mostki, Mostki
2833;PETRO;68 341-30-91;motelpetro@ta.pl;stały;***;motel;66-235 Torzym, Kolonia Poręby 6
2834;RESTAURACJA 32 MOTEL;91-3847345,509867075;recepcja@restauracja32motel.pl;stały;***;motel;72-300 Gryfice, Trzygłowska 32
2835;MOTEL ORLEN;41 375 60 85,;prasmet@motelorlen.pl;stały;***;motel;26-200 Końskie, Warszawska 49A
2836;POLONEZ;(94) 358 32 78;polonez@polonez.pl;stały;***;motel;78-125 Rymań, Koszalińska 13
2837;Duet;;;stały;***;motel;62-066 Granowo, Poznańska 1
2838;GOŚCINIEC ALICJA;068/ 385-58-27;adjor@poczta.wp.pl;stały;***;motel;66-100 Krężoły, Wolsztyńska 30
2839;ZŁOTA KARCZMA;(52)3814615;;stały;**;motel;86-005 Białe Błota, Kruszyńska 3
2840;MOTEL STACJA PALIW BP;15644-67-92,6;bpsandomierz@wp.pl;stały;**;motel;27-600 Sandomierz, Kwiatkowskiego 140
2841;"""ENERGOPAL""";13 443 70 44;biuro@energopal.com.pl;stały;**;motel;38-200 Jasło, Metzgera
2842;ŁUŻYCKI;(075) 722-39-46;;stały;**;motel;59-800 Lubań, Zgorzelecka 51
2843;DB;(84) 686 76 20;moteldb2000@gmail.com;stały;**;motel;23-400 Biłgoraj, ul. Włosiankarska 2
2844;Onyks;;;stały;**;motel;62-080 Tarnowo Podgórne, Owocowa 18
2845;Motel Orion;067 212 02 66;;stały;**;motel;64-920 Piła, Siemiaradzkiego 16
2846;JUMAR;957422865;recepcja@moteljumar.pl;stały;**;motel;66-300 Międzyrzecz, Waszkiewicza 69
2847;NA WIERZYNKA;(12) 278-36-14;motel@nawierzynka.pl;stały;**;motel;32-020 Wieliczka, ul. Wierzynka 9
2848;MOTEL STACJA PALIW BP;41 302 43 10;hotel-gorno@magtrans.eu;stały;**;motel;26-008 Górno-Parcele, Górno
2849;Motel Tomex-C;067 284 35 94;;stały;**;motel;Czesła , Osiedle Cechowe 48
2850;RESTAURACJA KAMYK;41 373 10 50,60;restauracjakamyk@gmail.com;stały;**;motel;26-242 Ruda Maleniecka, Ruda Maleniecka
2851;MINI;(+48-22) 751-12;;stały;**;motel;05-092 Łomianki, Wiosenna 30
2852;Domino;077/4608305;;stały;**;motel;49-100 Niemodlin, Opolska 54
2853;TEXICANA;(68)385-45-15;Motel-Texicana.@ost.pl;stały;**;motel;66-100 Kalsk, Kalsk 1 E
2854;TOR KIELCE;41 303-16-60;tor-kielce@automobilklub.kielce.pl;stały;**;motel;26-085 Ćmińsk, Ćmińsk Kościelny
2855;PINTAL;957 263 230;biuro@pintal.eu;stały;**;motel;66-403 Wawrów, Oś. Bermudy 24F
2856;Podróżnik;;biuro@motelpodroznik.com.pl;stały;**;motel;63-000 Koszuty, Koszuty
2857;MOTEL ZŁOTA KARCZMA;523 814 615;recepcja@zlotakarczma.pl;stały;**;motel;86-005 Białe Błota, kruszyńska 3
2858;BALLATON;486174804;restauracja@ballaton.pl;stały;**;motel;26-500 Szydłowiec, chustki 64b
2859;"""Róża Wiatrów""";566 786 466;;stały;**;motel;87-123 Głogowo, brak
2860;Comet;;;stały;**;motel;62-081 Przeźmierowo, Rynkowa 138
2861;SILVER;42 211-28-86;receocja@motelsilver.pl;stały;**;motel;95-050 Konstantynów Łódzki, Łódzka 126
2862;NAGŁOWICE;41 38-14-579;naglowice@gmail.com;stały;**;motel;28-362 Nagłowice, Nagłowice 172 A
2863;"Motel ""MALWA""";(+48-22) 751-17;;stały;**;motel;05-092 Łomianki, Wiślana 35 B
2864;LEŚNE RUNO;+48 32 476 40 41;mszana@lesneruno.pl;stały;**;motel;44-325 Mszana, Ks. Styry 21 / MOP Mszana Północ
2865;SUPER 6;17 221 82 43;super6@adres.pl;stały;**;motel;39-100 Ropczyce, W.Witosa 10
2866;ALA;517579993;alaxx91@gmail.com;stały;**;motel;27-640 Klimontów, Słoneczna 1
2867;ELMAR;0-44 685-17-32,;motel-stobiecko@wp.pl;stały;**;motel;97-561 Stobiecko Szlacheckie, p-ta Ładzice
2868;XXI w;(61) 444 86 66;;stały;**;motel;62-065 Grodzisk Wielkopolski, Poznańska 38b
2869;MOTEL CHATA SKRZATA;52 38 15 113;hotelchataskrzata@gmail.com;stały;**;motel;86-014 Kruszyn, Bydgoska 33
2870;ZACISZE;86 216-52-53;;stały;**;motel;18-421 Piątnica Poduchowna, Stawiskowska 51
2871;ZAJAZD U BASI;68355-01-15;;stały;**;motel;67-106 Otyń, Gawła 23
2872;DOMOWY GOŚCINIEC;86 219-19-66;;stały;**;motel;18-421 Kisielnica, 2B
2873;Motel PINUS;081 750-12-03;motel-pinus@wp.pl;stały;**;motel;20-258 Lublin, Łuszczów I 130A
2874;DELFIN;0-25 6835267;agnieszka_pawelec@poczta.fm;stały;**;motel;08-455 Trojanów, MROKÓW
2875;VICTORIA;(94) 342 62 00;motel-victoria@o2.pl;stały;**;motel;75-736 Koszalin, ul. Gnieźnieńska 38A
2876;PEK;(94) 35 11 019;biuro@pekkolobrzeg.pl;stały;**;motel;78-100 Kołobrzeg, Toruńska 7
2877;Inter-Bar-Motel;052 3325736, 0;interbar@poczta.onet.pl;stały;**;motel;86-134 , Świecka 34
2878;118;068 327-01-18;recepcja@motel118.pl;stały;**;motel;65-120 Zielona Góra, Aleja Zjednoczenia 118
2879;ES;;;stały;**;motel;63-604 Baranów, Baranów
2880;Centrum Tenisowe i Odnowy Biolog;;;stały;**;motel;62-035 Kórnik, Poznańska 5d
2881;Za Miedzą;;;stały;**;motel;63-600 Chojęcin-Szum, Chojęcin-Szum
2882;A&B;;;stały;**;motel;62-060 Stęszew, Narutowicza 2
2883;"MOTEL ""BOCZÓW""";068 38-152-00;motel@polmaxsa.pl;stały;**;motel;66-230 Boczów, brak
2884;PEGAZ;16 621 79 95;pegaz@onet.pl;stały;**;motel;37-500 Jarosław, 3-go Maja 94 c
2885;NA ZBÓJECKIEJ;18 268-67-94;motel@zbojecka.region-rabka.pl;stały;**;motel;34-713 Skawa, Skawa 466
2886;motel SUBARU;-920;;stały;**;motel;02-180 Warszawa, Al. Krakowska 151
2887;EURO HOTEL;(+48 22) 727-50;euromotel@euro-jaso.ig.pl;stały;**;motel;05-532 Baniocha, Solec 157
2888;Maria;76 145 10;;stały;**;motel;62-860 Szałe, Kaliska 80
2889;MIŚ;(14) 611-26-98;motelmis@wp.pl;stały;**;motel;32-765 Rzezawa, Łazy 7
2890;ZAJAZD CZORSZTYŃSKI;(0 18) 275-00-8;zajazd@czorsztynski.pl;stały;**;motel;34-436 Maniowy, ul. Ks. Antoniego Siudy 4
2891;ZAPIECEK;34 350 62 05;zlota_kaczka@op.pl;stały;*;motel;46-325 Mirowszczyzna, MirowszcZyzna
2892;"""MOTEL POD KOMINKIEM""";566 229 320;;stały;*;motel;87-100 Brzoza, Leśna 3
2893;ŁASUCH;0-43 842-34-34;motex@op.pl;stały;*;motel;98-320 Kuźnica Strobińska, p-ta Osjaków
2894;LANCKORONA;603918849;info@lanckoronahotel.pl;stały;*;motel;28-300 Skroniów, Skroniów 69c
2895;"MOTEL ""POD STRZECHĄ""";17 77 11 635;karczma@karczma.info.pl;stały;*;motel;36-007 Malawa, Malawa 6A
2896;U REJA;665660557;naglowice@gmail.com;stały;*;motel;28-362 Nagłowice, Nagłowice
2897;Tosmotel;;;stały;*;motel;63-000 Środa Wielkopolska, Brodowska 40
2898;POLONUS;91-5610012,602153236;motelpolonus@op.pl;stały;*;motel;73-110 Morzyczyn, Szczecińska 4
2899;PŁOMYK;95 758 36 17;;stały;*;motel;69-100 Kunowice, Zielona 2
2900;KRÓLOWEJ JADWIGI;15 832-29-88;motelsandomierz@go3.pl;stały;*;motel;27-600 Sandomierz, Krakowska 24
2901;"""E. H. Lubańscy""";523 325 582;biuro@lubańscy.pl;stały;*;motel;86-134 , brak
2902;OBERŻA KNIEJA;515 094 885;info@oberzaknieja.ue;stały;*;motel;98-320 Raducki Folwark, p-ta Osjaków
2903;LECH;(32) 627-82-47;biuro@motel-lech.pl;stały;*;motel;32-546 Młoszowa, ul. Krakowska 130
2904;MOTEL GÓRNO;41 302-39-42;sp.gorno@rolmet.pl;stały;*;motel;26-008 Górno, Górno 136
2905;MILTON TRUSTEE;062-7858332;;stały;*;motel;56-500 Syców, STRADOMIA WIERZCHNIA 21D
2906;"""NA SKARPIE""";33-810-71-18;na-skarpie@wp.pl;stały;*;motel;43-300 Bielsko-Biała, Czerwona 112
2907;BUWITA;95/ 759-67-76;motel@buwita.pl;stały;*;motel;69-110 Rzepin, Mickiewicza 70
2908;Słowianin;;;stały;*;motel;62-200 Gniezno, Modliszewo 8
2909;"Motel ""DOBRUT""";;;stały;*;motel;26-681 , m.Dobrut 20 A
2910;BUKOWIECKI;0-42 614-38-75;info@bukowiecki.pl;stały;*;motel;95-080 Tuszyn, Al. J.Pawła II 89
2911;TAURUS;14 625 88 28;barstrzegocice@stan-taurus.com.pl;stały;*;motel;39-220 Pilzno, bujnowskiego 60
2912;PETROMIL;035/354 2090, 6;zmuda8355@wp.pl;stały;*;motel;29-130 Lubachowy, Lubachowy
2913;Zajazd Stawisko;;;stały;*;motel;64-920 Piła, Motylewska 3
2914;HUZAR;446330932;;stały;*;motel;26-242 Koliszowy, Koliszowy 109B
2915;"""TRAMP""";3842644;;stały;*;motel;89-200 Szubin, LWP 34
2916;TRANS-MOTEL;0-43 842-80-90;trans-motel@post.pl;stały;*;motel;98-300 Sieniec, p-ta Wieluń
2917;TAURUS;17 870 10 10;barrzeszow@stan-taurus.com.pl;stały;*;motel;35-083 Rzeszów, podkarpacka 190
2918;Maria;;;stały;*;motel;62-860 Szałe, Kaliska 80
2919;INTERTANK;68 329 39 53;motelintertank@intertank.zgora.pl;stały;*;motel;68-212 Trzebiel, Królów
2920;LEŚNY ZAKĄTEK;609250850;;stały;*;motel;95-001 Gieczno, Główna 53
2921;MOTEL;609250850;;stały;*;motel;95-001 Gieczno, Główna 53
2922;BOGDANKA;17 225 71 59;biuro@motelbogdanka.com.pl;stały;*;motel;37-100 Łańcut, Armii Krajowej 82
2923;DRABEK;032-285-54-54;recepcja@motel-drabek.pl;stały;*;motel;42-600 Tarnowskie Góry, Skośna 15
2924;A-P;032/ 2260-434;motel.a-p@wp.pl;stały;*;motel;43-190 Mikołów, Jasna 1-5
2925;CHABROWY DWOREK;+48-46 861-54-;;sezonowy;***;motel;96-515 Teresin, miejscowość - Seroki Wieś 138 A
2926;ZODIAK;+ 48 (0-48) 613;;sezonowy;**;motel;26-800 Białobrzegi, Radomska 18
2927;COPA CABANA;+ 48 (0-22) 781;;sezonowy;*;motel;05-220 Zielonka, Marecka 51
2928;VILLA POLANICA;748136920;recepcja@villapolanica.pl;stały;****;pensjonat;57-320 Polanica-Zdrój, MATUSZEWSKIEGO 8
2929;VILLA PARK;77 45 63 508;hotel@villapark.opole.pl;stały;****;pensjonat;45-625 Opole, Czogały 1
2930;SĄDELSKI DWÓR;887 131 333;recepcjasadelskidwor@onet.eu;stały;****;pensjonat;34-531 Murzasichle, ul. Budzowa 40d
2931;LORIEN;748402355;;stały;****;pensjonat;58-310 Szczawno-Zdrój, SIENKIEWICZA 14
2932;SOLARIS;094/318-29-83;marketing@solaris.turystyka.pl;stały;****;pensjonat;76-002 Łazy, Słoneczna 16
2933;MARIA 5;18 201-59-12;info@mariazakopane.pl;stały;****;pensjonat;34-501 Zakopane, ul. Podhalańska 3a
2934;PENSJONAT WIOLETTA;297605351;biuro@pensjonatwioletta.pl;stały;****;pensjonat;07-410 Ostrołęka, rolna 31
2935;DWÓR NA WOLICY;14 676 90 05;kontakt@dwornawolicy.pl;stały;****;pensjonat;39-200 Dębica, Leśna 183
2936;KLIMEK;(0 18)471-92-05;;stały;****;pensjonat;33-370 Muszyna, Złockie 106
2937;Willa Arkadia;;;stały;****;pensjonat;61-312 Poznań, Spławie 48
2938;ZAGÓRZANKA;( 18)331-16-96;biuro@zagorzanka.pl;stały;****;pensjonat;34-730 Mszana Dolna, ul. Zarabie 27
2939;PENSJONAT KAZIMIERSKI;81 881 08 22;rezerwacja@pensjonatkazimierski.eu;stały;****;pensjonat;24-120 Kazimierz Dolny, Tyszkiewicza 38
2940;ŁYSICA;41 311 20 62;rezerwacje@pensjonatlysica.pl;stały;****;pensjonat;26-010 Święta Katarzyna, Kielecka
2941;GABOREK;( 18) 262-67-10;recepcja@pensjonatgaborek.pl;stały;****;pensjonat;33-380 Krynica-Zdrój, ul. Szkolna 7
2942;PENSJONAT GREGOR;683290450;gregor@saunagregor.pl;stały;****;pensjonat;65-261 Zielona Góra, Chmielna 16a
2943;PENSJONAT STARY BROWAR;600017403;julanitka@interia.pl;stały;****;pensjonat;89-200 Szubin, Browarna 10
2944;LAWENDOWY ZDRÓJ;530-138-148;info@lawendowyzdroj.pl;stały;****;pensjonat;28-100 Zbludowice, korczyńska 25
2945;U Kota Wasyla;;;stały;****;pensjonat;64-800 Chodzież, Buszczaka 10
2946;VILLA ALINA MEDICAL&SPA;748667090;rezerwacje@willaalina.pl;stały;****;pensjonat;57-320 Polanica-Zdrój, MATUSZEWSKIEGO 10
2947;EKOSAMOTNIA ECO DREAM PENSION;(12) 431-74-55;kontakt@ekosamotnia.com;stały;****;pensjonat;30-251 Kraków, ul. Żywiczna 10
2948;CENTRUM KONFERENCYJNE KALINA;748110305;recepcja@ck-kalina.pl;stały;****;pensjonat;57-540 Lądek-Zdrój, śWIERCZEWSKIEGO 25
2949;"""ORLIK"" MOUNTAIN RESORT AND SPA";18 542-13-82;kontakt@pensjonatorlik.pl;stały;****;pensjonat;34-530 Bukowina Tatrzańska, ul. Tatrzańska 24A
2950;FOLWARK WALENCJA;81 882 11 65;marketing@folwarkwalencja.pl;stały;***;pensjonat;24-120 Kazimierz Dolny, Góry 16
2951;TRANS;757173421;biuro@pensjonattrans.eu;stały;***;pensjonat;58-580 Szklarska Poręba, TURYSTYCZNA 21
2952;OGRODZISKO;033-855-36-32;ogrodzisko@nat.pl;stały;***;pensjonat;43-460 Wisła, Malinka 8
2953;POD BRZOZAMI;606 121 554;mariusz@podbrzozami.com;stały;***;pensjonat;62-574 Grochowy Czwarte, grochowy
2954;VILLA PLENA;95 757 74 19;biuro@villaplena.pl;stały;***;pensjonat;69-220 Ośno Lubuskie, Konwaliowa 5
2955;SEKUŁA;534 828 533;rezerwacje@pensjonatsekula.pl;stały;***;pensjonat;34-530 Bukowina Tatrzańska, ul. Wierch Olczański 108
2956;STEK;(12) 274-00-40;pensjonat@stek.com.pl;stały;***;pensjonat;32-400 Myślenice, ul. Jordana 5
2957;EDYTA;89-741-43-66;pensjonatedyta@poczta.fm;stały;***;pensjonat;11-700 Mrągowo, Laskowa 10
2958;BAJKOWY;412436140;pensjonatbajkowy@interia.pl;stały;***;pensjonat;28-100 Busko-Zdrój, Bajkowa 19
2959;ORAWSKI DWÓR;605 628 635;recepcja@orawski-dwor.pl;stały;***;pensjonat;34-484 Zubrzyca Górna, Zubrzyca Górna 329 A
2960;SOŚNICA;18 206-67-96;rezerwacja@sosnica.pl;stały;***;pensjonat;34-500 Zakopane, ul. Modrzejewskiej 7
2961;ZAMEK DERSŁAWA;41 378-85-47,;derslaw@busko.com.pl;stały;***;pensjonat;28-100 Busko-Zdrój, Al. A. Mickiewicza 18
2962;RENESANS;(18) 206-62-02;recepcja@renesans.pl;stały;***;pensjonat;34-500 Zakopane, ul. Chałubińskiego 26
2963;ZBÓJECKI DWÓR;(18)206-24-44;info@zbojeckidwor.pl;stały;***;pensjonat;34-530 Bukowina Tatrzańska, ul. Wierch Olczański 18b
2964;MAGDALENA;(075) 717-27-88;;stały;***;pensjonat;58-580 Szklarska Poręba, Oficerska 2
2965;KAPITAN;(074) 86-81-735;;stały;***;pensjonat;57-320 Polanica-Zdrój, Górska 22
2966;LIRA;(18) 540-91-31;recepcja@pensjonatlira.eu;stały;***;pensjonat;33-380 Krynica-Zdrój, PIĘKNA 8
2967;BANIA;18 265-41-63;bania@bania.com.pl;stały;***;pensjonat;34-405 Białka Tatrzańska, ul. Środkowa 181
2968;PENSJONAT U JACKA;89-523-91-26;info@ujacka.olsztyn.pl;stały;***;pensjonat;10-190 Olsztyn, Wodna 1c
2969;JANOSIK;(0 18) 200-06-9;pensjonat-janosik@02.pl;stały;***;pensjonat;34-500 Zakopane, ul. Tetmajera 5
2970;Żółty Domek;094/ 37 477 80;zoltydomek@zoltydomek.com;stały;***;pensjonat;78-400 Szczecinek, Ordona 11
2971;AKACJA;748 662 712;akacja@kudowa.pl;stały;***;pensjonat;57-350 Kudowa-Zdrój, Kombatantów 5
2972;WILLA JORDANÓWKA;18 275-05-55;przystan@jordan.pl;stały;***;pensjonat;34-440 Kluszkowce, ul. Stylchyn 32
2973;U ANI;18 201-47-74;u_ani@interia.pl;stały;***;pensjonat;34-500 Zakopane, ul. Chłabówka 18 A
2974;PENSJONAT DWOREK POLSKI;564951514;;stały;***;pensjonat;87-326 Chojno, Chojno
2975;NA WESOŁEJ;18 337-66-76;kontakt@nawesolej.pl;stały;***;pensjonat;34-600 Limanowa, ul. Tarnowska 48
2976;PENSJONAT POD JEMIOŁĄ;544 163 450;recepcja@pensjonatpodjemiola.pl;stały;***;pensjonat;87-720 Ciechocinek, Widok 7
2977;KASZTEL;606404734;jadwiga.cholew@onet.pl;stały;***;pensjonat;36-053 Łowisko, 280B
2978;OLYMPIA;519525935;kontakt@pensjonatolympia.pl;stały;***;pensjonat;58-563 Przesieka, KARKONOSKA 1
2979;ZAGRODA KOŁODZIEJA;757757770;zagroda@kolodzieja.zgorzelec.pl;stały;***;pensjonat;59-900 Zgorzelec, ALEJE LIPOWE 1
2980;SANATORIUM DORMED MEDICAL SPA KLINIKA ZDROWIA I URODY DR N.MMED. DOROTA SAGAN;600454635;willadorotka@gmail.com;stały;***;pensjonat;28-100 Busko-Zdrój, Rokosza 5
2981;PALOMINO;757619560;;stały;***;pensjonat;58-530 Ściegny, brak
2982;PENSJONAT PATRYCJA;566219858;biuro@salapatrycja.pl;stały;***;pensjonat;87-408 Świętosław, Świętosław 44
2983;REYMONTÓWKA;(0 18)207-01-81;reymontowka@mipro.pl;stały;***;pensjonat;34-511 Kościelisko, ul. Nędzy Kubińca 170
2984;ORLA PERĆ;(0 18)201-11-30;recepcja@pensjonat-zakopane.pl;stały;***;pensjonat;34-500 Zakopane, ul. Pardałówka 14
2985;PENSJONAT WINNICA;56 659 84 24;pensjonat@winnica.torun.pl;stały;***;pensjonat;87-100 Toruń, Winnica 8
2986;NAD JEZIOREM;95-747-25-11;pensjonatnadjezioremmysliborz@gmail.com;stały;***;pensjonat;74-300 Myślibórz, Marcinkowskiego 12
2987;RESZYNIEC;075/ 717 27 01;puffa@wp.pl;stały;***;pensjonat;58-580 Szklarska Poręba, Zielona 2
2988;Lido;(62) 734 81 91;;stały;***;pensjonat;63-421 Antonin, Wrocławska 6
2989;L&B;757 648 170;;stały;***;pensjonat;58-540 Karpacz, KARKONOSKA 54
2990;"""HIPPIKA""";501-522-354;rezerwacja@pensjonat-hippika.pl;stały;***;pensjonat;84-123 Połchowo, Polna 30
2991;KARKONOSKI;757 532 308;pensjonat@karkonoski.com;stały;***;pensjonat;58-540 Karpacz, KARKONOSKA 20 A
2992;SPISKI DWOREK;602 286 844;kontakt@spiskidworek.pl;stały;***;pensjonat;34-532 Jurgów, Jurgów 305
2993;PERŁA SUDETÓW;075/ 761 86 23;;stały;***;pensjonat;58-540 Karpacz, Żeromskiego 7/9
2994;CROSNA - SPA;(18) 262-33-90;biuro@crosna.pl;stały;***;pensjonat;34-450 Krościenko nad Dunajcem, ul. Św. Kingi 73 D
2995;PORY ROKU;(075) 717-35-71;;stały;***;pensjonat;58-580 Szklarska Poręba, Kilińskiego 16
2996;"""LUAN""";668 882 527;biuro@pensjonatluan.pl;stały;***;pensjonat;84-120 Władysławowo, 1000-lecia Państwa Polskiego 2B
2997;U PANA COGITO PENSJONAT I RESTAURACJA;(12) 269-72-00;biuro@pcogito.pl;stały;***;pensjonat;30-318 Kraków, ul. Bałuckiego 6
2998;Wieniawa;(65) 529 50 58;info@wieniawa.com.pl;stały;***;pensjonat;64-100 Leszno, Rynek 29
2999;SILVERTON;535 518 416;kontakt@silverton.info.pl;stały;***;pensjonat;34-405 Białka Tatrzańska, ul. Kaniówka 28 c
3000;ANIOŁ WITA;605548366;REZERWACJA@ANIOLWITA.PL;stały;***;pensjonat;26-008 Krajno Drugie, kRAJNO dRUGIE
3001;JAGA;883 063 200;jaga@muszyna.com.pl;stały;***;pensjonat;33-370 Muszyna, ul. Jasna 4
3002;ZAKOPIAŃSKI DWÓR;18 200-00-58;recepcja@zakopianskidwor.pl;stały;***;pensjonat;34-500 Zakopane, ul. Droga do Białego 1
3003;BURKATY;18 265-53-50;kontakt@burkaty.pl;stały;***;pensjonat;34-405 Białka Tatrzańska, ul. Środkowa 252 A
3004;REZYDENCJA LAS VEGAS;(512_)122-07-0;noclegvegas@wp.pl;stały;***;pensjonat;33-342 Barcice, Barcice Górne 550
3005;PENSJONAT WEJSUNEK;87-423-14-84;camping@wejsunek.pl;stały;***;pensjonat;12-220 Wejsuny, 13b
3006;BEATA;(074) 86-81-793;;stały;***;pensjonat;57-320 Polanica-Zdrój, Rybna 9
3007;LEŚNICZÓWKA;95 783-69-331;drzecin@pensjonat-lesniczowka.pl;stały;***;pensjonat;69-100 Drzecin, Drzecin 1
3008;PENSJONAT SOLANNA;41 377-61-80,;solanna@solanna.com.pl;stały;***;pensjonat;28-131 Solec-Zdrój, Targowa 2
3009;"""ANGELA""";0 - 59 866 -;angela@leba.pl;stały;***;pensjonat;84-360 Łeba, Pl. Dworcowy 2A
3010;"PENSJONAT ""RYBACZÓWKA""";502-511-749;kontakt@rybaczowkamazury.pl;stały;***;pensjonat;11-500 Bogaczewo, 32C
3011;RAJ;86 444-15-51;;stały;***;pensjonat;19-206 Rajgród, 1-go maja 22
3012;ORZEŁ;18 207-06-50;biuro@qultour.eu;stały;***;pensjonat;34-511 Kościelisko, ul. Nędzy Kubińca 245
3013;TRÓJKA;033/ 866-13-55;osw-trojka@.ej3.pl;stały;***;pensjonat;34-315 Międzybrodzie Żywieckie, Beskidzka 41
3014;FOLWARK HUTTA;515269875;;stały;***;pensjonat;16-402 Suwałki, HUTA 7
3015;TATRY;(18) 207-91-51;info@pensjonattatry.pl;stały;***;pensjonat;34-511 Kościelisko, ul. Nędzy Kubińca 182 A
3016;PUCHACZÓWKA;748130943;pensjonat@puchaczowka.pl;stały;***;pensjonat;57-550 Sienna, SIENNA 5d
3017;TELIMENA;(18) 201-22-28;;stały;***;pensjonat;34-500 Zakopane, ul. Droga do Białego 7 B
3018;DWOREK DĄBROWA;603 228 494;info@stadninapodlasem.pl;stały;***;pensjonat;22-600 Dąbrowa Tomaszowska, Dąbrowa Tomaszowska 93
3019;RUDY;748 141 265;recepcja@pensjonat-rudy.pl;stały;***;pensjonat;57-550 Sienna, JANOWA GÓRA 9
3020;Zacisze;(61) 651 72 66;pensjonat@wit-bud.pl;stały;***;pensjonat;62-064 Plewiska, Grunwaldzka 471
3021;SANATO;41 378-19-48, 3;pensjonat@sanato.com.pl;stały;***;pensjonat;28-100 Busko-Zdrój, 1-go Maja 29
3022;KRZYSIN;601-17-32-44;magda.gedymin@gmail.com;stały;***;pensjonat;05-807 Podkowa Leśna, Sienkiewicza 3
3023;SZCZEBEL;(18) 331-09-65;pens_szczebel@poczta.onet.pl;stały;***;pensjonat;34-730 Mszana Dolna, ul. Krakowska 21
3024;Maciejanka;(62) 731 61 57;maciejanka@poczta.onet.pl;stały;***;pensjonat;63-507 Kobyla Góra, Słoneczna 23
3025;KARCZMA RZYM;713 494 802;karczmarzym@karczmarzym.pl;stały;***;pensjonat;54-530 Wrocław, JARNOŁTOWSKA 85B
3026;B&B NAD RUDAWĄ;12 425-27-26;bed.and.breakfast@krakow.home.pl;stały;***;pensjonat;30-218 Kraków, ul. L. Korbutowej 36
3027;PENSJONAT GALINY;89-761-21-67;galiny@palac-galiny.pl;stały;***;pensjonat;11-200 Galiny, 110
3028;ARTUS;;;stały;***;pensjonat;58-540 Karpacz, Wilcza 9
3029;"PENSJONAT ""EVELYN""";87- 428-06-47;evelyn@evelyn.com.pl;stały;***;pensjonat;11-500 Bogaczewo, 17
3030;"""WANDA""";0-58 550 - 30;wanda@bws-hotele.pl;stały;***;pensjonat;81-724 Sopot, Poniatowskiego 7
3031;SŁONECZKO;068/ 356-09-70;pensjonat@pensjonatsloneczko.pl;stały;***;pensjonat;67-410 Sława, Odrodzonego Woj.Polskiego 19
3032;MAŁOPOLANKA;(18) 471-58-96;recepcja@malopolanka.eu;stały;***;pensjonat;33-380 Krynica-Zdrój, ul. Bulwary Dietla 13
3033;ETNA;757174578;;stały;***;pensjonat;58-580 Szklarska Poręba, MICKIEWICZA 4
3034;TATRZAŃSKI GOŚCINIEC;(18__)207-43-29;recepcja@tatrzanskigosciniec.pl;stały;***;pensjonat;34-520 Poronin, ul. Tatrzańska 19C
3035;Park;;;stały;***;pensjonat;64-920 Piła, Chopina1
3036;BIAŁY POTOK;(18) 201-43-80;bialypotok@polskietatry.pl;stały;***;pensjonat;34-500 Zakopane, ul. Droga do Białego 7
3037;PENSJONAT SZTYNORT;87-427-51-81;recepcja@tiga.com.pl;stały;***;pensjonat;11-600 Sztynort, 10
3038;DZIUBAS;(0 18)265-41-37;recepcja@dziubas.eu;stały;***;pensjonat;34-405 Białka Tatrzańska, ul. Środkowa 224a
3039;Bamberka;;;stały;***;pensjonat;64-423 Daleszynek, Daleszynek
3040;MARZENIE;757621618;;stały;***;pensjonat;58-563 Przesieka, KARKONOSKA 49
3041;ROZTOCZE;846891010;info@zagrodaroztocze.pl;stały;***;pensjonat;23-413 Obsza, obsza 138 A
